chrom	start	end	dendritic_meth	dendritic_depth	endothelial_meth	endothelial_depth	eosinophil_meth	eosinophil_depth	erythroblast_meth	erythroblast_depth	macrophage_meth	macrophage_depth	monocyte_meth	monocyte_depth	neutrophil_meth	neutrophil_depth	placenta_meth	placenta_depth	tcell_meth	tcell_depth	adipose_meth	adipose_depth	brain_meth	brain_depth	fibroblast_meth	fibroblast_depth	heart_meth	heart_depth	hepatocyte_meth	hepatocyte_depth	lung_meth	lung_depth	mammary_meth	mammary_depth	megakaryocyte_meth	megakaryocyte_depth	skeletal_meth	skeletal_depth	small_intestine_meth	small_intestine_depth
chr2	174336816	174337317	240.209	29766	442.74	33361	153.102	18628	322.351	39728	132.769	20793	178.617	16529	228.472	18168	90	5998	228.276	20354	1855.34	10036	290.9938	2291	1374.61	2675	1824.77	23377	5774.97	43529	2141.37	14072	954.9959	4352	141.428	33933	211.73	7459	89.16	4000
chr2	174336957	174337458	270.871	36881	471.842	42251	173.177	24292	323.489	47802	152.029	26603	186.597	20729	255.683	24652	176	8440	290.183	27765	5508.65	15118	1021.9963	3011	1616.17	3289	5281.57	29992	15059.7	54917	7533.93	20527	2592.9914	5918	135.454	40712	241.39	8754	93.26	4738
chr2	174336965	174337466	264.781	37294	471.842	42764	173.177	24712	323.489	48415	152.029	26905	186.597	20954	252.662	25064	176	8635	298.335	28261	5830.65	15538	1109.9971	3050	1693.25	3359	5634.49	30528	16847.62	56481	7926.53	20915	2760.9878	6035	135.454	41119	241.39	8795	93.26	4788
chr2	174337210	174337711	249.748	34598	494.816	37944	161.353	24007	184.294	45733	164.205	25655	176.168	16940	234.276	25072	217	8459	351.024	29050	9013.65	17352	2616.0034	4216	2850.14	4641	8961.24	28856	29682.68	54375	11305.38	19809	4206.9831	6656	103.658	37944	253.39	5743	100.95	4017
chr2	174337225	174337726	237.928	33706	488.696	36950	157.353	23397	186.31	44223	164.205	24981	176.168	16380	230.248	24594	213	8243	343	28522	9023.91	17102	2626.0038	4210	2809.78	4585	8991.2	28052	29987.86	53583	11335.62	19417	4226.9807	6564	103.658	36922	253.39	5423	100.95	3863
chr2	174337267	174337768	180.903	29727	391.594	32722	144.565	21064	148.528	38227	143.109	21880	108.134	14241	182.214	22269	187	7305	283.913	26010	8752.89	15474	2620.0037	4032	2717.25	4458	8730.45	24174	30698.6	48381	10899.83	16999	4114.98	6060	83.598	32406	240.99	4509	61.05	3419
chr2	174340628	174341129	171.051	4914	197.053	4082	245.039	3462	180.974	4844	292.02	3308	216.047	2649	243.063	4234	284	948	412.174	3922	25.1	1304	1.9998	315	242.16	556	150.94	3016	79.91	6976	39.9	1533	2.0005	535	142.011	3795	612.96	662	48.13	735
chr2	174920136	174920637	6.992	55	67.008	69	37.985	103	74.002	76	13.997	79	7.995	160	7.974	257	27	36	161.969	170	236.89	306	49.9996	56	193.08	197	403.96	430	675.88	706	237.09	349	107.0006	110	65.997	67	188.15	193	187.83	198
chr2	176158209	176158710	23.019	917	894.064	947	70.973	965	18.988	761	44.968	727	56.98	984	80.005	1385	85	343	98.973	1085	1031.72	1380	162.9994	243	177.57	716	954.45	2161	1791.4	4538	813.92	1314	261.0009	300	19.986	684	279.74	884	78.94	716
chr2	176164952	176165453	46.011	4326	641.708	3314	87.006	3585	29.04	3657	81.998	3290	62.961	3030	102.961	4295	293	986	176.019	3747	1415.28	2073	474.0017	566	1260.04	1301	1563.32	4196	4423.37	5007	1840.19	2731	655.9995	767	32.946	3263	195.22	1833	102.99	1428
chr2	176208215	176208716	666.971	704	807.024	843	986.981	1027	591.031	651	573.987	600	589.989	622	1271.125	1331	48	218	790.09	824	965.23	1217	393.9981	561	594.74	638	1481.48	1708	5246.28	6932	1636.8	1999	475.0013	646	524.017	564	781.09	839	245.04	266
chr2	179264352	179264853	0.992	7339	14.978	6913	2.007	5428	8.963	9875	3.971	5950	0.986	4412	6.011	4039	20	1570	20.914	6344	3707.59	4613	858.0025	990	2	420	3852.74	6867	16780.33	22668	5773.32	6895	1175.0048	1745	0.986	7426	2	195	5.04	856
chr2	183038086	183038587	5.956	10980	70.27	10240	8.058	9424	13.858	17736	9.934	9378	7.976	7502	18.004	8644	0	3334	35.928	10620	8257.18	10532	1890.0018	2318	0	812	8437.88	14606	27963.34	29618	9604.1	12104	2441.9952	3774	5.976	12746	27.98	2146	1.98	1406
chr2	183038089	183038590	5.956	10980	70.27	10240	8.058	9424	13.858	17736	9.934	9378	7.976	7502	18.004	8644	0	3334	35.928	10620	8257.18	10532	1890.0018	2318	0	812	8437.88	14606	27963.34	29618	9604.1	12104	2441.9952	3774	5.976	12746	27.98	2146	1.98	1406
chr2	187365985	187366486	365.025	376	694.031	724	399.05	413	372.004	403	382.012	390	207	211	629.971	652	35	43	488.013	508	605.16	690	208.0015	233	162.11	174	616.02	695	5303.71	5670	840.38	947	31.9998	226	283.989	294	304.01	307	21.01	24
chr2	187437057	187437558	443.025	454	7.993	112	474.982	510	378.979	416	371.996	388	434.034	441	828.946	893	81	104	484.009	517	714.56	790	103.9992	133	645.38	668	981.31	1098	1033.42	1110	575.19	701	154.9994	217	367.046	401	466.1	507	561.22	617
chr2	190459911	190460412	43.007	45	19	19	73.021	109	7.996	34	53.011	54	138.991	142	180.004	189	28	36	73.998	80	228.33	238	31	31	225.31	231	302.22	340	1046.01	1105	234.02	253	42.0003	46	0	8	306.97	315	235.02	247
chr2	190648492	190648993	0	2596	4.985	2198	0	2245	13.897	5444	0	1766	0	1637	1.996	2613	0	736	0	2387	1556.48	2111	454.0013	521	0.99	370	1629.21	3268	14792.32	15595	2550.99	3058	946.0016	1055	9.052	2998	1	80	4.01	765
chr2	191843743	191844244	40	49	0	14	84.018	121	31.005	39	48.004	61	159.003	188	171.995	203	30	47	50.001	61	435.98	512	172.001	174	305.32	330	449.92	689	0	0	427.77	497	128.0009	140	13.001	16	318.86	514	266.79	343
chr2	193093422	193093923	304.004	318	346.972	378	382.015	415	255	279	202.993	222	477.006	491	422.987	461	21	78	365.006	377	1247.63	1374	533.999	570	494.79	699	1258.38	1381	4571.17	4893	1386.45	1508	527	613	144	145	653.01	698	256.84	274
chr2	193421398	193421899	659.97	692	716.014	765	525.021	552	672.133	749	575.003	613	368.987	387	818.944	857	44	74	554.992	572	632.07	652	304.9996	328	269.2	408	929.37	989	5207.95	5445	1035.55	1089	346.0012	359	636.989	682	289.07	304	132.02	141
chr2	195577994	195578495	103.01	106	92.998	104	207.055	215	48.993	63	136.018	138	310.011	316	509.941	528	44	50	166.992	172	379.51	456	103.0006	131	402.81	445	704.48	761	868.41	1134	458.1	525	90.0013	131	60.988	67	346.9	365	431.06	454
chr2	196163107	196163608	6	9	19	19	63.988	96	14	18	16.002	18	67.999	79	126.98	160	12	13	0	36	364.94	387	75.0007	77	247.83	254	443.99	477	810.67	844	391.11	420	89.0005	146	0	0	151.08	152	184.58	232
chr2	196165748	196166249	129.003	145	158.031	163	166.962	175	160.948	173	140.031	147	96.034	119	262.022	277	27	28	2.011	160	293.48	315	122.0009	130	163.83	171	313.93	330	462.51	482	287.6	316	72.9978	102	109.043	120	95.02	131	106.97	131
chr2	202408819	202409320	279.991	288	63.989	161	495.966	520	197.972	218	293.003	299	429.001	435	840.052	876	125	143	437.035	454	885.69	1006	291.0002	375	565.38	610	1104.95	1288	517.16	837	895.17	1039	259.0013	304	146.978	150	514.09	562	421.11	472
chr2	203373104	203373605	327.998	337	487.016	508	344.994	356	298.994	306	225.004	228	280.997	286	362.991	376	249	261	192.005	199	1516.89	1747	827.0018	950	445.04	448	1376.31	1693	2950.48	3411	1649.83	1962	676.9994	716	405.999	421	364.13	370	153.04	160
chr2	203598120	203598621	113.942	824	745.978	775	200.038	761	524.037	621	111.042	723	55.01	520	171.014	1088	247	285	472.94	678	618.59	705	87.0004	104	457.69	517	1430.84	1512	346.44	363	825.57	1003	159.0005	181	643.994	715	462.93	489	371.7	438
chr2	203634193	203634694	446.98	486	240.009	257	498.02	523	503.001	542	285.987	301	595.021	610	671.959	738	173	194	455.004	477	1131.72	1196	204.0003	237	344.87	372	1273.42	1376	3943.87	4318	1717.36	1789	461.9974	475	361.016	376	476.34	487	316.96	334
chr2	203673011	203673512	445.99	456	308.025	355	390.065	418	261.003	294	370.016	389	341.024	355	645.004	695	139	168	439.002	453	792.79	959	279.9998	301	301.76	333	1196.63	1330	290.12	1195	714.32	880	212.0015	254	277.018	286	231.14	274	335.04	347
chr2	203936603	203937104	148.015	291	198.997	220	221.021	439	163.938	393	203.006	356	162.975	298	275.033	540	73	112	1.982	222	499.53	600	55.0001	58	371.99	462	826.7	1028	585.79	744	622.7	760	107.0011	117	132.945	379	302.11	378	394.69	490
chr2	204509257	204509758	199.01	212	137.994	143	249.98	277	175.003	196	223.964	243	149.004	154	799.873	863	30	48	368.014	385	1151.96	1301	1153.0096	1289	367.11	393	1516.38	1625	942.68	1663	1276.82	1468	463.9963	492	116.007	137	287.23	307	316.88	355
chr2	206055927	206056428	342.074	354	362.074	378	16.022	216	405.988	432	255.006	269	383.042	400	349.029	411	105	117	330.005	352	328.87	368	361.001	406	274.92	316	553.74	610	710.61	957	290.06	348	126.0005	139	320.01	331	416.12	476	295.1	339
chr2	207274755	207275256	43.005	74	106.008	116	175.002	198	234.004	252	24.977	74	18.01	182	89.991	191	50	90	146.034	152	395.9	452	53.0001	54	263.97	340	634.42	672	405.93	417	357.64	425	44.0001	83	279.01	288	200.21	303	197.96	227
chr2	208346588	208347089	148.994	156	107.99	118	109.979	159	118.989	121	116.005	124	156.01	162	19.02	265	77	100	179.001	189	298.82	445	255.9984	274	187.95	221	635.41	709	141.3	219	293.17	419	85.0002	91	112.028	118	179.45	193	155.12	175
chr2	210171062	210171563	1.007	3128	1.007	3313	2.012	2440	12.917	7771	1.001	2534	0.992	2225	2.002	3987	0	772	1.984	3417	4053	5207	1807.0051	2088	3.97	267	3715.68	6087	5643.18	8696	3824.27	4768	618.0023	1795	3.951	3442	0.99	367	0.99	512
chr2	216633266	216633767	3.937	7885	19.073	8235	3.012	4965	26.155	10095	1.975	4933	10.985	3797	1.987	4634	0	1141	12.029	5071	5212.08	6241	2217.9999	2388	5.04	292	4792.81	7123	10764.2	11489	4798.02	5875	1893.0065	2092	10.955	8724	5.99	994	0.99	516
chr2	217153518	217154019	692.972	708	491.041	513	496.047	513	288.902	566	454.946	467	359.961	369	536.067	565	156	210	455.972	473	551.42	627	113.9998	140	223.17	228	763.15	1003	624.67	802	555.34	636	47.9989	150	691.956	739	348	358	216.09	313
chr2	218729589	218730090	110.002	128	48.997	52	127.027	138	84.001	88	91.015	108	97.996	104	235.988	249	69	71	129.008	133	223.13	236	60.0001	64	208.1	216	309.04	315	101.67	125	261.14	270	43.9997	64	101.997	112	166	166	199.07	203
chr2	219388182	219388683	0	3849	4.003	4459	2.991	2590	21.187	12182	2.017	2988	2.998	2654	2.948	4399	14	1024	0	3918	3910.94	4542	1133.0012	1197	5.98	165	3478.39	6173	13795.38	14788	4765.46	5332	1316.997	1494	8.954	4199	1	651	13.98	869
chr2	222319269	222319770	3.003	5591	30.143	6675	1.02	3606	35.922	7609	2.989	4140	4.016	3570	4.998	4490	36	1316	52.995	4797	7008.93	8879	5161.0095	6311	5.99	486	6267.69	9827	3556.16	6774	5386.62	6653	1456.0084	2943	11.021	6706	22.01	584	10.04	739
chr2	223886440	223886941	220.048	255	318.011	334	395.022	436	362.051	389	201.991	239	168.98	266	255.001	355	136	161	317.035	330	1078.48	1235	266.0009	277	238.92	393	1212.87	1364	899.8	1102	907.8	1088	209.0017	309	365.032	385	212.12	307	291.76	436
chr2	223942377	223942878	1266.956	1306	1985.093	2081	1024.011	1044	1453.985	1536	1015.962	1059	763.952	785	1520.109	1611	204	266	1460.094	1509	2018.96	2145	839.0039	886	377.98	399	2469.96	2694	2628.78	3169	1971.01	2145	675.0012	827	1484.979	1567	490	510	279.21	314
chr2	224836981	224837482	53.003	55	0	20	115.002	117	36.994	41	86.001	87	124.008	125	328.962	333	23	43	153.986	156	169.02	201	83.9984	92	150.8	155	184.21	269	0	0	178.22	198	75	76	39	39	46.88	153	145.88	155
chr2	224920832	224921333	155.015	165	61.001	67	199.003	213	90.993	97	70.006	76	201.979	215	245.025	256	39	84	74.994	79	681.51	735	264.0031	274	273.06	295	984.99	1048	415.01	438	748.02	786	247.9991	264	117.995	125	214.88	222	235.06	263
chr2	227334845	227335346	232.932	261	191.994	218	75.999	237	231.016	251	258.016	280	237.982	247	326.991	392	90	109	288.038	299	401.62	437	75.0001	82	125.06	142	609.81	686	773.89	1151	346.92	433	39.9998	109	160.982	166	127.95	138	153.07	179
chr2	230777745	230778246	14	14	0	4	96.972	100	20	20	28	28	107	107	166.02	171	32	46	32.998	35	265.42	271	54.0006	60	105	124	322.03	371	208.4	225	221.99	285	79.0016	93	20.999	22	126.88	148	109.79	144
chr2	231266579	231267080	34.998	51	47.997	53	180.989	213	66	71	79.005	128	133.995	306	392.029	460	76	83	149.989	154	562.46	634	387.9937	414	406.97	418	715.11	768	390.06	437	462.94	513	126.0027	185	73	77	372.1	379	380.99	404
chr2	231350738	231351239	101.99	127	237.021	247	118.999	121	119.991	124	121.982	147	82.008	92	277.998	283	40	77	179.999	189	830.89	882	171.9994	202	185.04	205	702.99	819	1130.3	1344	1003.41	1076	183.0013	300	96.997	100	173.98	187	11	12
chr2	231395597	231396098	4.964	4856	9.02	4215	9.99	3506	54.164	5446	9.954	4046	10.956	3035	10.991	3529	45	1466	74.88	4142	5215.78	7200	3193.0112	3706	12	225	4736.95	7663	7459.45	10889	5218.62	7190	1246.9995	2358	73.008	4868	22.01	491	2	687
chr2	232000982	232001483	11	13	16	16	21	83	4	4	18	19	101.019	104	116.992	122	32	37	44.999	46	183.09	193	73	77	137.96	140	266.9	278	134.52	149	183.21	189	24.9988	70	4	4	114.08	116	132.92	141
chr2	233060135	233060636	4.032	3042	13.004	2417	0	2929	0	2807	0	2884	0	3725	10.995	4949	870	1446	2.016	3721	1848.54	3763	804.996	1179	715.21	896	2909.35	5798	4132.69	9118	1668.52	3968	600.0018	1246	0	2604	873.76	1213	605.83	1063
chr2	233060302	233060803	4.032	2987	47.994	2398	0	2683	0.992	2686	0	2714	1.979	3438	9.996	4740	785	1331	3.002	3644	1613.93	3182	778.995	1098	627.25	790	2585.32	5046	3667.81	7946	1530.72	3464	585.0027	1138	0	2469	841.66	1121	510.76	927
chr2	233219491	233219992	206.988	220	175.016	178	107.007	167	163.003	180	186.018	198	289.013	297	480.05	519	93	103	257.956	270	582.82	599	55	61	151.16	215	724.96	748	229.5	248	483.64	512	88.0006	93	118.982	126	259.98	267	277.94	285
chr2	234422780	234423281	77.998	89	134	146	10.989	206	53.997	66	80.011	85	245.016	264	334.034	357	89	111	0	127	495.05	570	823.0069	871	236.91	267	590.75	692	857.71	919	649.79	722	249.0026	260	49	52	261.75	305	153.86	268
chr2	234993324	234993825	529.033	903	1148.153	1324	1013.014	1138	982.953	1221	384.991	730	327.922	871	1239.011	1677	396	464	988.935	1434	1360.93	1563	1470.9933	1572	619.17	642	2272.33	2483	1240.9	1482	1097.51	1253	434.9996	607	1261.012	1399	652.47	666	500.46	626
chr2	236868282	236868783	571.068	593	678.031	711	546.969	571	574.023	669	417.018	442	571.981	600	1256.994	1322	146	170	906.052	970	1828.77	1952	1099.0074	1168	477.35	500	1693.33	1955	2488.15	2603	1982.29	2096	697.9953	733	667.009	728	586.81	618	241.93	251
chr2	237627484	237627985	7.906	9330	3.943	7866	4.021	4945	16.956	10223	4.989	5026	6.982	3680	10.015	5656	49	1755	39.009	5491	5530.72	6683	3305.0017	3574	4.95	346	5392.84	8955	5859.99	8044	5111.18	6139	2319.0015	2559	16.172	9547	5.98	419	13.93	819
chr2	238163810	238164311	196.126	7591	248.111	8111	132.031	5513	346.263	9372	252.067	5441	247.757	4225	321.932	5424	695	2052	337.846	6392	4496.41	7006	1921.0127	2609	21.97	362	3641.15	8506	4444.16	10429	3849.92	6066	527.9947	2344	332.853	8146	334.01	403	13.96	591
chr2	238320182	238320683	2.97	6378	3.99	7408	14.03	5242	21.246	10018	1	4560	2.993	3818	6.986	5309	12	1731	4.048	5880	3258.04	4394	862.9999	1070	8.95	500	2972.25	6928	5640.37	6812	3064.93	4200	1053.0037	1533	21.055	7348	21.05	1319	4.98	894
chr2	241217939	241218440	28.908	2247	1.007	1159	1.003	2062	2.982	4052	2.007	1582	1	1399	3.983	1766	4	733	11.96	1441	4432.9	5343	1267.9975	1536	0	223	3793.45	5714	5613.65	8330	4953.2	5751	1467.9968	1774	6.027	2974	7.08	324	2	209
chr2	241274110	241274611	417.012	526	662.975	728	87.982	441	753.934	798	459.061	539	426.001	494	55.957	918	182	276	653.108	698	960.38	1034	560.9981	586	348.03	378	1491.72	1573	740.35	786	788.22	915	263.0046	281	555.913	582	292.85	354	246.94	386
chr20	642200	642701	8.055	2567	24.991	2136	5.993	2097	238.127	3989	9.988	2192	51.996	1423	12.014	1866	87	449	120.045	2364	2686.08	3158	661.0003	715	4.98	173	2671.88	4202	8564.46	9442	3056.24	3507	431.9961	1078	204.984	2974	9.02	235	12.96	281
chr20	2652534	2653035	4.988	5964	3.004	7005	4.031	4264	29.15	11028	0	5166	1.008	3906	6.001	5160	0	894	0	5793	4383.93	5620	1052.0034	1168	1.99	132	4314.59	7257	8155.42	9840	5306.92	6519	1220.9946	1733	3.02	6249	9.15	930	2.99	816
chr20	2692771	2693272	2.019	4829	6	4636	1.012	3471	8.123	7149	2.987	2979	3.992	3053	5.001	4031	0	437	7.009	4248	5332.89	6723	1683.0014	2006	2	128	5137.43	7591	10103.28	16003	5720.75	7397	1100.0006	2380	12.943	5741	5	536	3.99	445
chr20	2884841	2885342	105.018	266	255.012	271	374.024	454	459.055	492	102.988	252	312.999	457	543.974	677	124	159	381.005	410	232.08	260	45	45	325.15	399	477.92	520	46.81	49	160.13	211	40	41	269.965	291	508.54	533	359.01	389
chr20	4855450	4855951	627.067	663	420.971	475	22.978	886	852.972	915	529.055	569	701.016	745	483.01	845	272	290	700.026	728	1052.29	1248	213.9984	234	352.79	395	1877.21	2024	748.27	953	1083.18	1284	299.0008	324	798.037	822	672.08	736	570.13	673
chr20	10483479	10483980	37	40	0	5	23.01	50	5	5	37.995	45	79.995	91	65.98	118	24	28	60	60	135.81	148	62.9995	67	147.56	160	160.32	199	132.47	146	85.07	113	71	75	1.998	6	104.13	107	78.95	95
chr20	16227673	16228174	302.998	319	328.994	363	174.001	180	128.001	139	201.003	214	274.996	287	121.002	136	55	61	201.005	208	3053.42	3193	834.0058	889	46.96	66	3065.63	3243	6909.8	13120	3006.01	3234	1033.0027	1083	290.008	317	57	74	139.01	149
chr20	18339634	18340135	16.01	58	80.997	88	87.005	119	55.013	67	1.001	83	1.007	176	137.882	417	40	49	212.037	238	219.39	263	14	17	125.44	241	333.42	382	124.65	131	138.94	196	28.9998	30	20.002	22	182.82	202	227.78	256
chr20	19080831	19081332	239.987	280	170.002	191	64.998	66	163.021	182	122.998	135	24	28	337.998	376	9	22	457.013	484	1310.73	1761	1097.9944	1345	0	20	1452.37	1968	1033.31	2368	869.15	1287	409.0009	620	175.003	201	4.01	8	146.03	158
chr20	19262026	19262527	690.067	715	734.998	792	565.076	580	659.014	707	626.989	645	365.992	372	1088.007	1109	122	140	656.011	676	1648.78	1784	1650.01	1755	271.21	300	1915.21	1975	2149.85	2297	1453.76	1562	761.0006	834	896.015	921	344.85	380	117.06	124
chr20	19510582	19511083	449.998	470	378.004	456	360.022	402	287.91	460	487.922	514	579.998	610	759.996	802	222	280	485.94	522	627.16	684	129.9988	136	120.02	204	946.54	1170	1528.86	1656	707	758	290.0016	316	262.02	368	361.32	390	260	278
chr20	19510639	19511140	449.998	470	378.004	456	360.022	402	287.91	460	487.922	514	579.998	610	759.996	802	222	280	485.94	522	627.16	684	129.9988	136	120.02	204	946.54	1170	1528.86	1656	707	758	290.0016	316	262.02	368	361.32	390	260	278
chr20	23132952	23133453	116.999	254	11.004	89	272.936	316	11.015	226	206.998	251	256.987	300	364.024	402	54	111	273.976	319	154.81	217	24	25	106.09	117	225.42	384	1043.01	1108	213.9	250	63	63	29	34	145.14	187	76.04	131
chr20	23387053	23387554	144.992	146	82.988	94	60.02	119	4.998	61	83.999	85	113.992	115	198.016	202	30	32	132	133	337.66	362	13	17	159.08	179	445.25	562	435.67	537	440.49	465	21.0004	28	0	0	196.13	199	163.04	214
chr20	25626438	25626939	405.061	436	439.031	493	181.023	299	440.036	473	412.973	461	375	397	351.933	497	86	115	443.987	459	573.27	622	99	102	285.25	331	864.4	935	753.48	831	585.12	627	126.9993	145	401.97	428	348.1	393	274.84	294
chr20	29192591	29193092	41	41	12	12	18.001	20	27	30	46.998	49	20	24	69.014	88	0	0	81.994	86	445.16	481	15	17	11.02	28	408.02	441	98.78	101	625.37	663	107.0005	110	14	14	22	24	100.17	125
chr20	30846813	30847314	687.052	742	715.052	800	642.024	688	476.986	544	522.02	562	636.992	660	544.956	608	65	79	447.001	465	981.22	1308	158.0009	296	139.14	224	1429.11	1974	3365.25	7095	1239.93	1644	292.0033	550	493.959	562	255.17	277	271.03	289
chr20	32583724	32584225	0	781	1.001	311	1	708	0	698	1.996	434	1.005	772	2.002	704	3	157	1.005	579	4589.37	6223	1427.9903	1761	1	75	4132.75	6006	4196.28	7817	4143.22	5531	482.0018	1648	1.001	779	7.01	135	4	307
chr20	32585249	32585750	10.974	3252	31.021	2694	3.991	2344	21.949	5055	5.967	2482	2.98	2362	3.984	2535	27	777	13.008	2693	2414.37	2952	533.0006	587	10.97	338	2218.35	4090	9436.84	10841	2866.72	3424	902.0008	1220	14.022	3150	8.98	201	10.1	502
chr20	33701541	33702042	1330.082	1412	1221.063	1300	470.995	639	1330.962	1449	802.004	851	548.038	572	654.043	722	216	257	524.99	548	885.2	948	250.0011	273	131.08	186	1251.91	1330	880.49	1259	950.37	990	364.0043	498	1775.93	1884	72.97	95	298.05	313
chr20	34019726	34020227	260.002	353	853.085	886	536.988	685	456.999	518	382.973	470	349.006	576	591.034	801	120	152	558.995	594	2102.65	2361	1075.0056	1216	492.72	518	2341.81	2525	2068.67	2323	1969.88	2244	709.0015	798	420.006	474	475.95	484	269.28	282
chr20	34658748	34659249	585.986	610	453.991	500	410.988	432	587.005	616	413.985	423	894.977	923	638.006	681	410	444	486.994	513	4174.21	4725	1109.9926	1225	178.04	190	4458.19	5068	4347.75	5339	3633.73	4003	635.9957	1512	525.981	557	189	195	303.05	318
chr20	34793830	34794331	111.993	119	83	85	22.994	59	88.031	103	76.003	79	61.02	75	66.968	213	28	36	139.982	148	155.97	185	6	6	90.15	146	284.26	304	434.45	441	245.78	282	45.9997	55	88.984	95	132.78	153	113.91	127
chr20	35887806	35888307	422.034	522	424.06	458	47.98	718	287.958	348	498.034	560	664.014	824	786.096	1220	272	298	735.936	784	1114.36	1214	1533.9798	1610	639.94	680	1364.1	1466	508.22	528	813.52	970	380.0034	414	346.016	372	611.86	630	730.36	786
chr20	35887815	35888316	422.034	522	424.06	458	47.98	718	287.958	348	498.034	560	664.014	824	786.096	1220	272	298	735.936	784	1114.36	1214	1533.9798	1610	639.94	680	1364.1	1466	508.22	528	813.52	970	380.0034	414	346.016	372	611.86	630	730.36	786
chr20	36306050	36306551	13.951	4180	18.007	2643	10.998	2932	28.983	5198	17.96	3021	17.968	2684	15.924	3047	29	919	25.991	2737	5303.23	6299	2352.005	2793	5.98	270	5323.64	7557	10710.47	13151	5451.45	6483	1941.0072	2752	31.092	5103	3.04	183	11.01	473
chr20	36588155	36588656	42.994	155	94.017	106	77.023	168	237.998	251	10.985	205	7.97	228	68.984	304	72	90	186.985	202	360.96	393	225.0008	232	117.06	120	531.85	556	397.61	456	480.5	537	126.001	148	232.016	247	179.04	201	124	131
chr20	37015240	37015741	1138.144	1182	1070.09	1118	1373.97	1450	1289.942	1368	1402.016	1454	1201.972	1230	2624.1	2746	680	722	367.964	826	2787.18	3264	1023.9982	1150	961.84	1002	3344.82	4084	2542.84	3732	2982.82	3216	740.0014	966	1299.982	1366	828.14	872	638.28	698
chr20	37015242	37015743	1138.144	1182	1070.09	1118	1373.97	1450	1289.942	1368	1402.016	1454	1201.972	1230	2624.1	2746	680	722	367.964	826	2787.18	3264	1023.9982	1150	961.84	1002	3344.82	4084	2542.84	3732	2982.82	3216	740.0014	966	1299.982	1366	828.14	872	638.28	698
chr20	41097030	41097531	70.01	76	40	42	41.021	126	50.002	53	89.009	92	212.984	216	304.046	331	62	67	175.014	176	350.8	373	35.9998	44	353.05	361	505.78	542	859.67	985	437.76	463	76.9993	127	23.999	26	243.15	250	277.75	287
chr20	41554973	41555474	700.991	736	651.008	682	420.991	449	672.017	720	442.995	464	663.005	679	559.984	586	187	209	480.988	496	2741.01	3151	940.0005	1052	182	188	2982.42	3654	3718.2	4782	3359.33	3759	1000.9942	1342	599.005	626	74	77	287	304
chr20	43458209	43458710	16.06	7448	6.991	7641	2.994	5712	49.982	16662	15.019	5833	3.996	3518	11.014	5427	29	1351	3.019	6072	3363.41	4267	758.9975	867	4.03	456	3304.26	6899	18139.67	21570	4553.13	5437	1191.9986	1740	5	10358	8.93	1266	3.03	847
chr20	44666819	44667320	617.956	640	588.003	631	585.011	603	730.972	810	571.973	600	293.998	298	1276.973	1324	45	92	914.995	946	2081.4	2240	1066.0015	1145	747.97	817	2351.97	2541	2793.27	3161	2212.54	2380	721.0028	786	652.011	672	450.16	488	192.06	232
chr20	47318355	47318856	78.042	702	0	378	14.953	622	298.002	899	7.002	525	58.015	710	14.042	1246	12	221	573.961	662	24.19	726	49	97	2.91	420	44.17	1043	51.35	1908	36.25	747	17.0001	152	186.956	677	5.44	542	50.09	407
chr20	47360451	47360952	91.027	1280	1.005	843	18.995	1135	12.027	1656	7.941	1002	9.948	1250	11.928	1455	19	334	1063.11	1195	930.18	1467	567.0037	626	27.9	507	1015.17	2274	837.19	1207	843.4	1281	321.0006	604	6.929	1067	18.07	808	68.43	603
chr20	48708962	48709463	1961.612	2050	1125.912	1186	1503.974	1732	187.994	690	1211.928	1274	1600.262	1654	1993.936	2078	396	642	1384.04	1426	1841.68	2052	411.9986	442	785.86	1076	2966.56	3614	4203.88	4420	2302.12	2522	344.0018	576	1762.054	2022	980.34	1170	575.72	954
chr20	48708968	48709469	2029.612	2118	1195.912	1259	1574.997	1807	239.006	743	1259.928	1322	1664.262	1718	2080.935	2171	428	677	1457.053	1500	1892.77	2108	414.9985	447	825.86	1117	3094.72	3754	4335.72	4564	2354.16	2589	353.0015	609	1822.058	2086	1022.34	1212	623.63	1004
chr20	48712830	48713331	202.978	736	1248.983	1314	677.04	961	1215.113	1334	90.961	539	105.946	746	695.129	1371	197	295	1320.037	1384	910.25	1084	264.9984	291	542.5	581	1803.89	1948	2442.07	2638	1054.67	1241	278.9992	348	1258.95	1315	486.6	510	459.4	569
chr20	48799760	48800261	158.035	240	76.964	177	23.968	301	1.984	190	164.017	246	218.989	318	250.968	422	50	108	237.043	325	352.98	405	59.0002	67	129.1	169	498.43	679	595.11	640	481.85	536	161.0004	177	0.99	115	180.72	235	76.05	195
chr20	49653684	49654185	77.008	105	109.992	120	7.977	271	90.006	96	115.992	157	305.018	401	48.005	671	82	94	267.998	277	208.23	298	50	53	271.09	310	415.35	497	20	22	166.95	263	70.0008	82	86.002	94	302.87	354	296.01	342
chr20	49654393	49654894	660.051	721	715.017	744	178.934	548	666.028	699	578.082	644	423.027	473	388.056	1148	148	155	880.02	915	955.98	1094	103.0007	116	590.67	609	1488.65	1618	1047.75	1091	940.33	1109	244.9973	268	523.97	582	486.82	505	490.66	534
